Year,Locationabbr,Locationdesc,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,GeoLocation
2019,NC,North Carolina,Obese (BMI 30.0 - 99.8),55-64,Age Group,270,37.7,"(35.466220975000454, -79.15925046299964)"
2017,DE,Delaware,Overweight (bmi 25.0-29.9),55-64,Age Group,304,39.4,"(39.008830667000495, -75.57774116799965)"
2019,GU,Guam,Overweight (BMI 25.0-29.9),45-54,Age Group,167,35.0,"(13.444304, 144.793731)"
2016,OK,Oklahoma,Obese (bmi 30.0 - 99.8),35-44,Age Group,264,40.2,"(35.47203135600046, -97.52107021399968)"
2015,HI,Hawaii,Overweight (bmi 25.0-29.9),65+,Age Group,797,34.6,"(21.304850435, -157.857749403)"
2017,MO,Missouri,Overweight (bmi 25.0-29.9),35-44,Age Group,268,40.6,"(38.635790776000476, -92.56630005299968)"
2016,MI,Michigan,Obese (bmi 30.0 - 99.8),25-34,Age Group,318,28.9,"(44.6613195430005, -84.71439026999968)"
2019,NC,North Carolina,Obese (BMI 30.0 - 99.8),35-44,Age Group,205,37.4,"(35.466220975000454, -79.15925046299964)"
2016,WY,Wyoming,Obese (bmi 30.0 - 99.8),55-64,Age Group,324,30.1,"(43.23554134300048, -108.10983035299967)"
2015,RI,Rhode Island,Obese (bmi 30.0 - 99.8),65+,Age Group,514,24.4,"(41.708280193, -71.522470314)"
2018,OR,Oregon,Obese (BMI 30.0 - 99.8),55-64,Age Group,359,35.8,"(44.56744942400047, -120.15503132599969)"
2019,MI,Michigan,Overweight (BMI 25.0-29.9),35-44,Age Group,387,35.4,"(44.6613195430005, -84.71439026999968)"
2017,ID,Idaho,Overweight (bmi 25.0-29.9),18-24,Age Group,69,24.5,"(43.682630005000476, -114.3637300419997)"
2019,DC,District of Columbia,Overweight (BMI 25.0-29.9),25-34,Age Group,96,30.7,"(38.89037138500049, -77.03196112699965)"
2015,MD,Maryland,Obese (bmi 30.0 - 99.8),55-64,Age Group,912,33.7,"(39.290580964, -76.609260111)"
2018,ME,Maine,Overweight (BMI 25.0-29.9),55-64,Age Group,820,39.7,"(45.254228894000505, -68.98503133599962)"
2017,TN,Tennessee,Overweight (bmi 25.0-29.9),55-64,Age Group,390,35.6,"(35.68094058000048, -85.77449091399967)"
2016,NH,New Hampshire,Obese (bmi 30.0 - 99.8),45-54,Age Group,331,30.8,"(43.65595011300047, -71.50036091999965)"
2017,ID,Idaho,Obese (bmi 30.0 - 99.8),55-64,Age Group,332,35.2,"(43.682630005000476, -114.3637300419997)"
2016,NH,New Hampshire,Overweight (bmi 25.0-29.9),45-54,Age Group,370,38.7,"(43.65595011300047, -71.50036091999965)"
2017,ND,North Dakota,Overweight (bmi 25.0-29.9),65+,Age Group,987,41.1,"(47.47531977900047, -100.11842104899966)"
2015,TX,Texas,Obese (bmi 30.0 - 99.8),65+,Age Group,1437,29.6,"(31.827240407, -99.426770206)"
2018,VT,Vermont,Obese (BMI 30.0 - 99.8),55-64,Age Group,426,31.1,"(43.62538123900049, -72.51764079099962)"
2016,TN,Tennessee,Overweight (bmi 25.0-29.9),18-24,Age Group,96,26.3,"(35.68094058000048, -85.77449091399967)"
2018,NC,North Carolina,Obese (BMI 30.0 - 99.8),65+,Age Group,364,27.6,"(35.466220975000454, -79.15925046299964)"
2017,HI,Hawaii,Overweight (bmi 25.0-29.9),55-64,Age Group,555,40.5,"(21.304850435000446, -157.85774940299973)"
2017,MI,Michigan,Overweight (bmi 25.0-29.9),18-24,Age Group,195,25.1,"(44.6613195430005, -84.71439026999968)"
2016,OR,Oregon,Overweight (bmi 25.0-29.9),65+,Age Group,600,38.3,"(44.56744942400047, -120.15503132599969)"
2018,IL,Illinois,Overweight (BMI 25.0-29.9),65+,Age Group,555,37.8,"(40.48501028300046, -88.99771017799969)"
2017,ND,North Dakota,Overweight (bmi 25.0-29.9),25-34,Age Group,219,32.8,"(47.47531977900047, -100.11842104899966)"
2019,AL,Alabama,Obese (BMI 30.0 - 99.8),18-24,Age Group,82,24.6,"(32.84057112200048, -86.63186076199969)"
2016,KS,Kansas,Overweight (bmi 25.0-29.9),35-44,Age Group,393,34.5,"(38.34774030000045, -98.20078122699965)"
2015,KY,Kentucky,Obese (bmi 30.0 - 99.8),55-64,Age Group,835,40.3,"(37.645970271, -84.774971048)"
2015,NJ,New Jersey,Overweight (bmi 25.0-29.9),55-64,Age Group,895,43.6,"(40.130570048, -74.273691288)"
2016,VA,Virginia,Overweight (bmi 25.0-29.9),55-64,Age Group,691,40.1,"(37.54268067400045, -78.45789046299967)"
2016,HI,Hawaii,Overweight (bmi 25.0-29.9),45-54,Age Group,397,34.1,"(21.304850435000446, -157.85774940299973)"
2017,NJ,New Jersey,Overweight (bmi 25.0-29.9),25-34,Age Group,268,32.3,"(40.13057004800049, -74.27369128799967)"
2019,AL,Alabama,Obese (BMI 30.0 - 99.8),55-64,Age Group,586,41.2,"(32.84057112200048, -86.63186076199969)"
2016,MO,Missouri,Overweight (bmi 25.0-29.9),25-34,Age Group,175,34.4,"(38.635790776000476, -92.56630005299968)"
2017,DE,Delaware,Overweight (bmi 25.0-29.9),65+,Age Group,480,35.5,"(39.008830667000495, -75.57774116799965)"
2018,KY,Kentucky,Obese (BMI 30.0 - 99.8),35-44,Age Group,389,43.1,"(37.645970271000465, -84.77497104799966)"
2017,SD,South Dakota,Overweight (bmi 25.0-29.9),65+,Age Group,978,38.7,"(44.353130053000484, -100.3735306369997)"
2015,OR,Oregon,Obese (bmi 30.0 - 99.8),35-44,Age Group,184,35.0,"(44.567449424, -120.155031326)"
2016,DE,Delaware,Obese (bmi 30.0 - 99.8),65+,Age Group,387,30.4,"(39.008830667000495, -75.57774116799965)"
2015,DE,Delaware,Overweight (bmi 25.0-29.9),45-54,Age Group,211,38.5,"(39.008830667, -75.577741168)"
2018,IN,Indiana,Overweight (BMI 25.0-29.9),45-54,Age Group,347,32.2,"(39.766910452000445, -86.14996019399968)"
2016,AL,Alabama,Overweight (bmi 25.0-29.9),18-24,Age Group,114,28.4,"(32.84057112200048, -86.63186076199969)"
2015,SD,South Dakota,Overweight (bmi 25.0-29.9),35-44,Age Group,262,32.5,"(44.353130053, -100.373530637)"
2016,WV,West Virginia,Obese (bmi 30.0 - 99.8),25-34,Age Group,243,35.4,"(38.66551020200046, -80.71264013499967)"
2016,NH,New Hampshire,Obese (bmi 30.0 - 99.8),35-44,Age Group,154,26.1,"(43.65595011300047, -71.50036091999965)"
2019,DC,District of Columbia,Overweight (BMI 25.0-29.9),65+,Age Group,319,34.3,"(38.89037138500049, -77.03196112699965)"
2015,OH,Ohio,Overweight (bmi 25.0-29.9),65+,Age Group,1762,41.3,"(40.060210141, -82.404260056)"
2019,ME,Maine,Obese (BMI 30.0 - 99.8),45-54,Age Group,481,40.3,"(45.254228894000505, -68.98503133599962)"
2015,OK,Oklahoma,Overweight (bmi 25.0-29.9),35-44,Age Group,212,35.3,"(35.472031356, -97.521070214)"
2015,NY,New York,Obese (bmi 30.0 - 99.8),65+,Age Group,928,24.9,"(42.827001032, -75.543970427)"
2018,PA,Pennsylvania,Obese (BMI 30.0 - 99.8),45-54,Age Group,360,40.3,"(40.79373015200048, -77.86070029399963)"
2015,TN,Tennessee,Overweight (bmi 25.0-29.9),35-44,Age Group,183,35.2,"(35.68094058, -85.774490914)"
2019,CA,California,Overweight (BMI 25.0-29.9),55-64,Age Group,763,40.4,"(37.63864012300047, -120.99999953799971)"
2019,MT,Montana,Overweight (BMI 25.0-29.9),65+,Age Group,901,38.8,"(47.06652897200047, -109.42442064499971)"
2016,KS,Kansas,Obese (bmi 30.0 - 99.8),65+,Age Group,1114,28.9,"(38.34774030000045, -98.20078122699965)"
2019,WY,Wyoming,Overweight (BMI 25.0-29.9),25-34,Age Group,113,36.0,"(43.23554134300048, -108.10983035299967)"
2017,NV,Nevada,Obese (bmi 30.0 - 99.8),55-64,Age Group,197,27.4,"(39.493240390000494, -117.07184056399967)"
2018,GA,Georgia,Overweight (BMI 25.0-29.9),55-64,Age Group,581,35.0,"(32.83968109300048, -83.62758034599966)"
2018,KY,Kentucky,Overweight (BMI 25.0-29.9),45-54,Age Group,387,27.3,"(37.645970271000465, -84.77497104799966)"
2017,NC,North Carolina,Obese (bmi 30.0 - 99.8),25-34,Age Group,171,32.6,"(35.466220975000454, -79.15925046299964)"
2019,HI,Hawaii,Overweight (BMI 25.0-29.9),18-24,Age Group,111,24.0,"(21.304850435000446, -157.85774940299973)"
2015,MO,Missouri,Overweight (bmi 25.0-29.9),55-64,Age Group,505,36.8,"(38.635790776, -92.566300053)"
2016,SC,South Carolina,Obese (bmi 30.0 - 99.8),55-64,Age Group,832,34.4,"(33.998821303000454, -81.04537120699968)"
2018,CT,Connecticut,Overweight (BMI 25.0-29.9),55-64,Age Group,846,37.9,"(41.56266102000046, -72.64984095199964)"
2019,MI,Michigan,Obese (BMI 30.0 - 99.8),25-34,Age Group,332,33.9,"(44.6613195430005, -84.71439026999968)"
2016,IA,Iowa,Obese (bmi 30.0 - 99.8),45-54,Age Group,357,36.2,"(42.46940091300047, -93.81649055599968)"
2018,GU,Guam,Overweight (BMI 25.0-29.9),18-24,Age Group,36,25.8,"(13.444304, 144.793731)"
2018,HI,Hawaii,Overweight (BMI 25.0-29.9),55-64,Age Group,566,37.7,"(21.304850435000446, -157.85774940299973)"
2017,NV,Nevada,Obese (bmi 30.0 - 99.8),65+,Age Group,316,25.0,"(39.493240390000494, -117.07184056399967)"
2016,SD,South Dakota,Obese (bmi 30.0 - 99.8),55-64,Age Group,419,34.2,"(44.353130053000484, -100.3735306369997)"
2015,MO,Missouri,Overweight (bmi 25.0-29.9),65+,Age Group,1001,38.9,"(38.635790776, -92.566300053)"
2019,MS,Mississippi,Obese (BMI 30.0 - 99.8),65+,Age Group,599,36.4,"(32.745510099000455, -89.53803082499968)"
2018,NY,New York,Overweight (BMI 25.0-29.9),35-44,Age Group,1307,34.1,"(42.82700103200045, -75.54397042699964)"
2019,MN,Minnesota,Overweight (BMI 25.0-29.9),45-54,Age Group,807,38.4,"(46.35564873600049, -94.79420050299967)"
2018,AR,Arkansas,Overweight (BMI 25.0-29.9),35-44,Age Group,121,30.3,"(34.74865012400045, -92.27449074299966)"
2018,MO,Missouri,Obese (BMI 30.0 - 99.8),55-64,Age Group,444,37.8,"(38.635790776000476, -92.56630005299968)"
2016,LA,Louisiana,Overweight (bmi 25.0-29.9),65+,Age Group,680,34.8,"(31.31266064400046, -92.44568007099969)"
2015,LA,Louisiana,Obese (bmi 30.0 - 99.8),65+,Age Group,491,33.6,"(31.312660644, -92.445680071)"
2019,VT,Vermont,Obese (BMI 30.0 - 99.8),45-54,Age Group,242,30.6,"(43.62538123900049, -72.51764079099962)"
2019,AR,Arkansas,Obese (BMI 30.0 - 99.8),55-64,Age Group,373,40.6,"(34.74865012400045, -92.27449074299966)"
2017,NV,Nevada,Overweight (bmi 25.0-29.9),65+,Age Group,489,40.2,"(39.493240390000494, -117.07184056399967)"
2015,TX,Texas,Obese (bmi 30.0 - 99.8),25-34,Age Group,393,29.5,"(31.827240407, -99.426770206)"
2019,OH,Ohio,Overweight (BMI 25.0-29.9),45-54,Age Group,588,37.6,"(40.06021014100048, -82.40426005599966)"
2015,AZ,Arizona,Overweight (bmi 25.0-29.9),35-44,Age Group,274,37.0,"(34.86597028, -111.763811277)"
2018,MI,Michigan,Obese (BMI 30.0 - 99.8),35-44,Age Group,404,35.7,"(44.6613195430005, -84.71439026999968)"
2016,MD,Maryland,Overweight (bmi 25.0-29.9),18-24,Age Group,155,22.0,"(39.29058096400047, -76.60926011099963)"
2019,VA,Virginia,Obese (BMI 30.0 - 99.8),65+,Age Group,931,29.7,"(37.54268067400045, -78.45789046299967)"
2015,IN,Indiana,Overweight (bmi 25.0-29.9),18-24,Age Group,61,23.9,"(39.766910452, -86.149960194)"
2018,NE,Nebraska,Overweight (BMI 25.0-29.9),25-34,Age Group,478,34.8,"(41.6410409880005, -99.36572062299967)"
2018,IN,Indiana,Overweight (BMI 25.0-29.9),18-24,Age Group,84,24.8,"(39.766910452000445, -86.14996019399968)"
2018,GA,Georgia,Obese (BMI 30.0 - 99.8),45-54,Age Group,510,38.6,"(32.83968109300048, -83.62758034599966)"
2019,MS,Mississippi,Obese (BMI 30.0 - 99.8),55-64,Age Group,455,45.9,"(32.745510099000455, -89.53803082499968)"
2016,CT,Connecticut,Overweight (bmi 25.0-29.9),35-44,Age Group,344,35.8,"(41.56266102000046, -72.64984095199964)"
2017,CA,California,Obese (bmi 30.0 - 99.8),35-44,Age Group,339,25.4,"(37.63864012300047, -120.99999953799971)"
2017,NV,Nevada,Overweight (bmi 25.0-29.9),25-34,Age Group,123,37.1,"(39.493240390000494, -117.07184056399967)"
2017,OR,Oregon,Obese (bmi 30.0 - 99.8),55-64,Age Group,312,34.3,"(44.56744942400047, -120.15503132599969)"
2015,OH,Ohio,Overweight (bmi 25.0-29.9),55-64,Age Group,899,35.9,"(40.060210141, -82.404260056)"
2016,FL,Florida,Overweight (bmi 25.0-29.9),55-64,Age Group,2357,36.3,"(28.932040377000476, -81.92896053899966)"
2019,NE,Nebraska,Obese (BMI 30.0 - 99.8),45-54,Age Group,782,38.5,"(41.6410409880005, -99.36572062299967)"
2018,AR,Arkansas,Obese (BMI 30.0 - 99.8),25-34,Age Group,139,39.6,"(34.74865012400045, -92.27449074299966)"
2016,GU,Guam,Overweight (bmi 25.0-29.9),25-34,Age Group,91,41.8,"(13.444304, 144.793731)"
2016,UT,Utah,Overweight (bmi 25.0-29.9),65+,Age Group,1132,39.3,"(39.360700171000474, -111.58713063499971)"
2017,GA,Georgia,Obese (bmi 30.0 - 99.8),55-64,Age Group,424,38.5,"(32.83968109300048, -83.62758034599966)"
2019,CA,California,Overweight (BMI 25.0-29.9),65+,Age Group,1072,40.2,"(37.63864012300047, -120.99999953799971)"
2015,GU,Guam,Obese (bmi 30.0 - 99.8),35-44,Age Group,90,28.0,"(13.444304, 144.793731)"
2018,PR,Puerto Rico,Overweight (BMI 25.0-29.9),55-64,Age Group,379,41.7,"(18.220833, -66.590149)"
2016,NE,Nebraska,Overweight (bmi 25.0-29.9),25-34,Age Group,535,34.9,"(41.6410409880005, -99.36572062299967)"
2015,OR,Oregon,Overweight (bmi 25.0-29.9),25-34,Age Group,137,29.7,"(44.567449424, -120.155031326)"
2017,GU,Guam,Obese (bmi 30.0 - 99.8),25-34,Age Group,86,42.8,"(13.444304, 144.793731)"
2018,GA,Georgia,Overweight (BMI 25.0-29.9),65+,Age Group,1068,41.1,"(32.83968109300048, -83.62758034599966)"
2019,MO,Missouri,Overweight (BMI 25.0-29.9),35-44,Age Group,237,35.2,"(38.635790776000476, -92.56630005299968)"
2018,VA,Virginia,Overweight (BMI 25.0-29.9),25-34,Age Group,345,35.8,"(37.54268067400045, -78.45789046299967)"
2018,OH,Ohio,Overweight (BMI 25.0-29.9),55-64,Age Group,966,36.1,"(40.06021014100048, -82.40426005599966)"
2019,CT,Connecticut,Obese (BMI 30.0 - 99.8),25-34,Age Group,162,28.2,"(41.56266102000046, -72.64984095199964)"
2018,MN,Minnesota,Overweight (BMI 25.0-29.9),45-54,Age Group,947,36.0,"(46.35564873600049, -94.79420050299967)"
2019,NH,New Hampshire,Obese (BMI 30.0 - 99.8),25-34,Age Group,124,32.3,"(43.65595011300047, -71.50036091999965)"
2015,GU,Guam,Overweight (bmi 25.0-29.9),55-64,Age Group,101,36.2,"(13.444304, 144.793731)"
2018,AR,Arkansas,Obese (BMI 30.0 - 99.8),55-64,Age Group,385,40.3,"(34.74865012400045, -92.27449074299966)"
2018,TX,Texas,Obese (BMI 30.0 - 99.8),55-64,Age Group,702,37.7,"(31.827240407000488, -99.42677020599967)"
2018,GA,Georgia,Overweight (BMI 25.0-29.9),25-34,Age Group,299,31.4,"(32.83968109300048, -83.62758034599966)"
2017,VA,Virginia,Obese (bmi 30.0 - 99.8),55-64,Age Group,670,35.4,"(37.54268067400045, -78.45789046299967)"
2015,HI,Hawaii,Overweight (bmi 25.0-29.9),45-54,Age Group,388,38.1,"(21.304850435, -157.857749403)"
2019,WA,Washington,Overweight (BMI 25.0-29.9),55-64,Age Group,880,40.4,"(47.52227862900048, -120.47001078999972)"
2019,NM,New Mexico,Obese (BMI 30.0 - 99.8),25-34,Age Group,209,38.1,"(34.52088095200048, -106.24058098499967)"
2015,WV,West Virginia,Obese (bmi 30.0 - 99.8),55-64,Age Group,514,41.8,"(38.665510202, -80.712640135)"
2018,UT,Utah,Overweight (BMI 25.0-29.9),65+,Age Group,897,37.1,"(39.360700171000474, -111.58713063499971)"
2016,ID,Idaho,Overweight (bmi 25.0-29.9),65+,Age Group,744,40.6,"(43.682630005000476, -114.3637300419997)"
2017,NM,New Mexico,Overweight (bmi 25.0-29.9),35-44,Age Group,236,37.2,"(34.52088095200048, -106.24058098499967)"
2015,CO,Colorado,Obese (bmi 30.0 - 99.8),25-34,Age Group,255,17.3,"(38.843840757, -106.133610921)"
2017,MT,Montana,Obese (bmi 30.0 - 99.8),45-54,Age Group,258,31.4,"(47.06652897200047, -109.42442064499971)"
2019,HI,Hawaii,Obese (BMI 30.0 - 99.8),55-64,Age Group,368,25.1,"(21.304850435000446, -157.85774940299973)"
2018,WY,Wyoming,Obese (BMI 30.0 - 99.8),35-44,Age Group,150,37.4,"(43.23554134300048, -108.10983035299967)"
2015,WI,Wisconsin,Obese (bmi 30.0 - 99.8),55-64,Age Group,476,33.6,"(44.393191174, -89.816370742)"
2016,PA,Pennsylvania,Overweight (bmi 25.0-29.9),65+,Age Group,728,40.5,"(40.79373015200048, -77.86070029399963)"
2016,IL,Illinois,Obese (bmi 30.0 - 99.8),55-64,Age Group,330,36.9,"(40.48501028300046, -88.99771017799969)"
2015,MT,Montana,Overweight (bmi 25.0-29.9),35-44,Age Group,211,40.6,"(47.066528972, -109.424420645)"
2018,DE,Delaware,Overweight (BMI 25.0-29.9),55-64,Age Group,358,37.7,"(39.008830667000495, -75.57774116799965)"
2017,DE,Delaware,Obese (bmi 30.0 - 99.8),18-24,Age Group,42,15.5,"(39.008830667000495, -75.57774116799965)"
2018,NM,New Mexico,Obese (BMI 30.0 - 99.8),45-54,Age Group,355,39.7,"(34.52088095200048, -106.24058098499967)"
2018,NH,New Hampshire,Overweight (BMI 25.0-29.9),55-64,Age Group,459,39.4,"(43.65595011300047, -71.50036091999965)"
2017,OH,Ohio,Obese (bmi 30.0 - 99.8),35-44,Age Group,454,38.8,"(40.06021014100048, -82.40426005599966)"
2015,MT,Montana,Obese (bmi 30.0 - 99.8),45-54,Age Group,238,30.2,"(47.066528972, -109.424420645)"
2019,DE,Delaware,Overweight (BMI 25.0-29.9),25-34,Age Group,111,29.4,"(39.008830667000495, -75.57774116799965)"
2016,ID,Idaho,Obese (bmi 30.0 - 99.8),25-34,Age Group,117,26.0,"(43.682630005000476, -114.3637300419997)"
2018,TN,Tennessee,Overweight (BMI 25.0-29.9),25-34,Age Group,197,37.9,"(35.68094058000048, -85.77449091399967)"
2017,SC,South Carolina,Obese (bmi 30.0 - 99.8),35-44,Age Group,411,39.7,"(33.998821303000454, -81.04537120699968)"
2019,SC,South Carolina,Overweight (BMI 25.0-29.9),55-64,Age Group,441,35.3,"(33.998821303000454, -81.04537120699968)"
2015,MS,Mississippi,Overweight (bmi 25.0-29.9),55-64,Age Group,480,37.0,"(32.745510099, -89.538030825)"
2017,PR,Puerto Rico,Overweight (bmi 25.0-29.9),65+,Age Group,568,38.8,"(18.220833, -66.590149)"
2017,MD,Maryland,Overweight (bmi 25.0-29.9),18-24,Age Group,126,28.2,"(39.29058096400047, -76.60926011099963)"
2016,CO,Colorado,Overweight (bmi 25.0-29.9),65+,Age Group,1856,40.2,"(38.843840757000464, -106.13361092099967)"
2016,IL,Illinois,Obese (bmi 30.0 - 99.8),45-54,Age Group,251,38.2,"(40.48501028300046, -88.99771017799969)"
2017,PA,Pennsylvania,Overweight (bmi 25.0-29.9),45-54,Age Group,410,39.2,"(40.79373015200048, -77.86070029399963)"
2016,WI,Wisconsin,Overweight (bmi 25.0-29.9),35-44,Age Group,188,34.6,"(44.39319117400049, -89.81637074199966)"
2017,SC,South Carolina,Overweight (bmi 25.0-29.9),45-54,Age Group,515,34.2,"(33.998821303000454, -81.04537120699968)"
2019,NE,Nebraska,Overweight (BMI 25.0-29.9),35-44,Age Group,602,33.8,"(41.6410409880005, -99.36572062299967)"
2018,LA,Louisiana,Obese (BMI 30.0 - 99.8),18-24,Age Group,80,27.9,"(31.31266064400046, -92.44568007099969)"
2015,PA,Pennsylvania,Overweight (bmi 25.0-29.9),18-24,Age Group,100,30.4,"(40.793730152, -77.860700294)"
2015,VT,Vermont,Obese (bmi 30.0 - 99.8),18-24,Age Group,42,13.0,"(43.625381239, -72.517640791)"
2019,IN,Indiana,Overweight (BMI 25.0-29.9),55-64,Age Group,615,37.0,"(39.766910452000445, -86.14996019399968)"
2019,WY,Wyoming,Obese (BMI 30.0 - 99.8),25-34,Age Group,79,25.6,"(43.23554134300048, -108.10983035299967)"
2017,CA,California,Overweight (bmi 25.0-29.9),35-44,Age Group,502,40.3,"(37.63864012300047, -120.99999953799971)"
2016,WY,Wyoming,Obese (bmi 30.0 - 99.8),65+,Age Group,425,25.8,"(43.23554134300048, -108.10983035299967)"
2015,NC,North Carolina,Obese (bmi 30.0 - 99.8),35-44,Age Group,275,33.7,"(35.466220975, -79.159250463)"
2016,ID,Idaho,Obese (bmi 30.0 - 99.8),45-54,Age Group,264,35.1,"(43.682630005000476, -114.3637300419997)"
2016,SC,South Carolina,Overweight (bmi 25.0-29.9),25-34,Age Group,255,31.7,"(33.998821303000454, -81.04537120699968)"
2018,AL,Alabama,Overweight (BMI 25.0-29.9),18-24,Age Group,70,24.8,"(32.84057112200048, -86.63186076199969)"
2019,NH,New Hampshire,Overweight (BMI 25.0-29.9),45-54,Age Group,275,39.8,"(43.65595011300047, -71.50036091999965)"
2015,UT,Utah,Obese (bmi 30.0 - 99.8),45-54,Age Group,509,31.0,"(39.360700171, -111.587130635)"
2017,LA,Louisiana,Overweight (bmi 25.0-29.9),55-64,Age Group,352,36.2,"(31.31266064400046, -92.44568007099969)"
2016,MS,Mississippi,Overweight (bmi 25.0-29.9),35-44,Age Group,162,29.2,"(32.745510099000455, -89.53803082499968)"
2017,MO,Missouri,Obese (bmi 30.0 - 99.8),45-54,Age Group,403,40.4,"(38.635790776000476, -92.56630005299968)"
2016,IA,Iowa,Overweight (bmi 25.0-29.9),35-44,Age Group,253,38.0,"(42.46940091300047, -93.81649055599968)"
2017,NH,New Hampshire,Obese (bmi 30.0 - 99.8),18-24,Age Group,30,17.1,"(43.65595011300047, -71.50036091999965)"
2017,ME,Maine,Obese (bmi 30.0 - 99.8),45-54,Age Group,480,34.6,"(45.254228894000505, -68.98503133599962)"
2017,GA,Georgia,Overweight (bmi 25.0-29.9),35-44,Age Group,205,32.8,"(32.83968109300048, -83.62758034599966)"
2019,OK,Oklahoma,Overweight (BMI 25.0-29.9),25-34,Age Group,227,37.4,"(35.47203135600046, -97.52107021399968)"
2017,NJ,New Jersey,Obese (bmi 30.0 - 99.8),18-24,Age Group,67,15.3,"(40.13057004800049, -74.27369128799967)"
2017,OR,Oregon,Obese (bmi 30.0 - 99.8),45-54,Age Group,242,34.0,"(44.56744942400047, -120.15503132599969)"
2019,NH,New Hampshire,Overweight (BMI 25.0-29.9),55-64,Age Group,441,38.4,"(43.65595011300047, -71.50036091999965)"
2018,CT,Connecticut,Obese (BMI 30.0 - 99.8),45-54,Age Group,533,33.5,"(41.56266102000046, -72.64984095199964)"
2015,UT,Utah,Obese (bmi 30.0 - 99.8),18-24,Age Group,100,10.2,"(39.360700171, -111.587130635)"
2018,NM,New Mexico,Obese (BMI 30.0 - 99.8),55-64,Age Group,449,33.8,"(34.52088095200048, -106.24058098499967)"
2018,IN,Indiana,Obese (BMI 30.0 - 99.8),25-34,Age Group,191,31.8,"(39.766910452000445, -86.14996019399968)"
2018,KS,Kansas,Overweight (BMI 25.0-29.9),18-24,Age Group,166,28.1,"(38.34774030000045, -98.20078122699965)"
2018,IN,Indiana,Overweight (BMI 25.0-29.9),65+,Age Group,988,36.4,"(39.766910452000445, -86.14996019399968)"
2017,DC,District of Columbia,Obese (bmi 30.0 - 99.8),35-44,Age Group,143,23.0,"(38.89037138500049, -77.03196112699965)"
2016,NV,Nevada,Overweight (bmi 25.0-29.9),25-34,Age Group,168,37.0,"(39.493240390000494, -117.07184056399967)"
2015,TX,Texas,Overweight (bmi 25.0-29.9),55-64,Age Group,949,40.8,"(31.827240407, -99.426770206)"
2019,CT,Connecticut,Obese (BMI 30.0 - 99.8),35-44,Age Group,242,32.0,"(41.56266102000046, -72.64984095199964)"
2016,AL,Alabama,Obese (bmi 30.0 - 99.8),35-44,Age Group,354,43.0,"(32.84057112200048, -86.63186076199969)"
2016,AR,Arkansas,Obese (bmi 30.0 - 99.8),25-34,Age Group,100,33.4,"(34.74865012400045, -92.27449074299966)"
2015,TN,Tennessee,Obese (bmi 30.0 - 99.8),45-54,Age Group,357,41.1,"(35.68094058, -85.774490914)"
2017,WA,Washington,Obese (bmi 30.0 - 99.8),55-64,Age Group,848,32.4,"(47.52227862900048, -120.47001078999972)"
2017,GA,Georgia,Obese (bmi 30.0 - 99.8),35-44,Age Group,222,37.0,"(32.83968109300048, -83.62758034599966)"
2017,OH,Ohio,Obese (bmi 30.0 - 99.8),55-64,Age Group,1054,37.5,"(40.06021014100048, -82.40426005599966)"
2017,DE,Delaware,Obese (bmi 30.0 - 99.8),35-44,Age Group,147,35.7,"(39.008830667000495, -75.57774116799965)"
2015,DE,Delaware,Overweight (bmi 25.0-29.9),55-64,Age Group,299,39.2,"(39.008830667, -75.577741168)"
2016,CA,California,Overweight (bmi 25.0-29.9),65+,Age Group,982,39.2,"(37.63864012300047, -120.99999953799971)"
2015,FL,Florida,Overweight (bmi 25.0-29.9),18-24,Age Group,123,25.4,"(28.932040377, -81.928960539)"
2016,IA,Iowa,Obese (bmi 30.0 - 99.8),65+,Age Group,759,30.9,"(42.46940091300047, -93.81649055599968)"
2019,OR,Oregon,Obese (BMI 30.0 - 99.8),55-64,Age Group,339,31.8,"(44.56744942400047, -120.15503132599969)"
2015,SC,South Carolina,Overweight (bmi 25.0-29.9),55-64,Age Group,841,37.4,"(33.998821303, -81.045371207)"
2015,WA,Washington,Obese (bmi 30.0 - 99.8),65+,Age Group,1413,27.2,"(47.522278629, -120.47001079)"
2015,VT,Vermont,Obese (bmi 30.0 - 99.8),65+,Age Group,472,26.9,"(43.625381239, -72.517640791)"
2016,IA,Iowa,Overweight (bmi 25.0-29.9),18-24,Age Group,98,26.4,"(42.46940091300047, -93.81649055599968)"
2016,PA,Pennsylvania,Obese (bmi 30.0 - 99.8),45-54,Age Group,393,36.7,"(40.79373015200048, -77.86070029399963)"
2018,CA,California,Obese (BMI 30.0 - 99.8),65+,Age Group,651,24.2,"(37.63864012300047, -120.99999953799971)"
2016,MS,Mississippi,Obese (bmi 30.0 - 99.8),25-34,Age Group,200,38.4,"(32.745510099000455, -89.53803082499968)"
2019,GU,Guam,Obese (BMI 30.0 - 99.8),55-64,Age Group,134,31.1,"(13.444304, 144.793731)"
2016,TN,Tennessee,Obese (bmi 30.0 - 99.8),55-64,Age Group,485,40.7,"(35.68094058000048, -85.77449091399967)"
2016,RI,Rhode Island,Overweight (bmi 25.0-29.9),18-24,Age Group,66,26.0,"(41.70828019300046, -71.52247031399963)"
2018,MI,Michigan,Obese (BMI 30.0 - 99.8),45-54,Age Group,546,38.9,"(44.6613195430005, -84.71439026999968)"
